Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,DateTime
Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-07-10 22:00:00
Monday,KENNEDY SRT TO LAWRENC,MUO,0,0,,,0,2023-07-10 22:00:00
Monday,KING STATION,MUPAA,0,0,N,YU,6041,2023-07-10 22:33:00
Monday,LAWRENCE STATION,SUAP,11,18,S,YU,5431,2023-07-10 22:39:00
Monday,WARDEN STATION,MUD,3,8,W,BD,5151,2023-07-10 22:56:00
Monday,WELLESLEY STATION,SUO,0,0,,YU,0,2023-07-10 22:58:00
Monday,FINCH STATION,SUO,0,0,,YU,0,2023-07-10 23:51:00
Monday,BAY STATION,SUDP,5,10,W,BD,5122,2023-07-10 00:00:00
Monday,SPADINA BD STATION,MUIS,0,0,,BD,0,2023-07-10 00:12:00
Monday,MUSEUM STATION,MUIR,7,14,N,YU,5771,2023-07-10 00:28:00
Monday,VAUGHAN MC STATION,SUO,0,0,,YU,5641,2023-07-10 01:23:00
Monday,SHEPPARD WEST STATION,MUI,7,14,S,YU,5616,2023-07-10 01:42:00
Monday,OSSINGTON STATION,MUIS,0,0,,BD,0,2023-07-10 01:46:00
Monday,YONGE BD STATION,SUEAS,14,22,W,BD,5368,2023-07-10 01:54:00
Monday,DON MILLS STATION,SUO,10,17,W,SHP,6146,2023-07-10 17:34:00
Tuesday,TORONTO TRANSIT COMMIS,MRO,0,0,,SRT,0,2023-07-11 06:00:00
Tuesday,WOODBINE STATION,MUIS,0,0,,BD,0,2023-07-11 02:27:00
Tuesday,SCARBOROUGH RAPID TRAN,MRO,0,0,,SRT,0,2023-07-11 09:30:00
Tuesday,YORK MILLS STATION,EUVE,5,0,N,YU,5901,2023-07-11 05:38:00
Tuesday,DUFFERIN STATION,PUMO,0,0,,BD,0,2023-07-11 05:57:00
Tuesday,KENNEDY SRT TO LAWRENC,MRO,0,0,,SRT,0,2023-07-11 22:00:00
Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,,YU/BD,0,2023-07-11 06:00:00
Tuesday,WELLESLEY STATION,PUOPO,7,9,N,YU,6041,2023-07-11 06:10:00
Tuesday,CHRISTIE STATION,SUAP,0,0,,BD,0,2023-07-11 06:13:00
Tuesday,WELLESLEY STATION,PUOPO,5,7,N,YU,5971,2023-07-11 06:17:00
Tuesday,KENNEDY STATION,EUAC,3,6,W,BD,5125,2023-07-11 07:15:00
Tuesday,EGLINTON STATION,SUO,0,0,,YU,0,2023-07-11 07:29:00
Tuesday,YONGE BD STATION,SUO,0,0,E,BD,0,2023-07-11 07:54:00
Tuesday,BLOOR STATION,SUDP,3,5,N,YU,0,2023-07-11 07:57:00
Tuesday,KENNEDY BD STATION,SUAE,0,0,,BD,0,2023-07-11 07:58:00
Tuesday,DUFFERIN STATION,PUTIJ,5,7,W,BD,5105,2023-07-11 08:03:00
Tuesday,CHRISTIE STATION,SUO,0,0,,BD,0,2023-07-11 08:17:00
Tuesday,BLOOR STATION,MUIS,0,0,,YU,0,2023-07-11 08:33:00
Tuesday,WELLESLEY STATION,MUPAA,4,7,N,YU,6056,2023-07-11 08:55:00
Tuesday,DUPONT STATION,MUNCA,0,0,,YU,0,2023-07-11 09:22:00
Tuesday,CASTLE FRANK STATION,MUIRS,0,0,W,BD,0,2023-07-11 09:24:00
Tuesday,PIONEER VILLAGE STATIO,SUO,4,9,S,YU,5811,2023-07-11 09:30:00
Tuesday,PAPE STATION,SUDP,0,0,,BD,0,2023-07-11 09:37:00
Tuesday,VAUGHAN MC STATION,SUDP,0,0,S,YU,5766,2023-07-11 09:47:00
Tuesday,JANE STATION,PUMEL,0,0,W,BD,0,2023-07-11 10:38:00
Tuesday,HIGH PARK STATION,MUNCA,0,0,,BD,0,2023-07-11 11:19:00
Tuesday,SPADINA YUS STATION,PUMO,0,0,,YU,0,2023-07-11 11:59:00
Tuesday,BLOOR STATION,MUSAN,5,10,S,YU,5826,2023-07-11 12:27:00
Tuesday,EGLINTON WEST STATION,MUIRS,0,0,S,YU,0,2023-07-11 12:45:00
Tuesday,BAY STATION,SUDP,0,0,W,BD,5004,2023-07-11 13:41:00
Tuesday,DUNDAS STATION,PUMEL,0,0,,YU,0,2023-07-11 14:39:00
Tuesday,QUEEN STATION,SUDP,6,11,N,YU,6106,2023-07-11 14:58:00
Tuesday,EGLINTON WEST STATION,MUIS,0,0,,YU,0,2023-07-11 15:01:00
Tuesday,KEELE STATION,MUSC,0,0,E,BD,5277,2023-07-11 15:23:00
Tuesday,WILSON STATION,EUYRD,7,14,S,YU,5471,2023-07-11 15:56:00
Tuesday,YORK UNIVERSITY STATIO,EUDO,7,12,N,YU,5681,2023-07-11 16:24:00
Tuesday,FINCH STATION,MUIRS,0,0,,YU,0,2023-07-11 16:50:00
Tuesday,GREENWOOD CARHOUSE,MUO,0,0,,,0,2023-07-11 16:52:00
Tuesday,ST CLAIR WEST STATION,PUOPO,7,10,N,YU,5791,2023-07-11 17:15:00
Tuesday,ST GEORGE BD STATION,SUAP,5,8,E,BD,5189,2023-07-11 17:25:00
Tuesday,EGLINTON WEST STATION,PUOPO,5,8,N,YU,5791,2023-07-11 17:26:00
Tuesday,DAVISVILLE STATION,MUATC,0,0,N,YU,6091,2023-07-11 17:28:00
Tuesday,PAPE STATION,MUD,4,7,W,BD,5359,2023-07-11 17:54:00
Tuesday,GREENWOOD STATION,SUAP,4,7,W,BD,5332,2023-07-11 17:57:00
Tuesday,VAUGHAN MC STATION,TUO,3,6,S,YU,5876,2023-07-11 18:09:00
Tuesday,DAVISVILLE STATION,SUDP,7,10,N,YU,5706,2023-07-11 18:15:00
Tuesday,DAVISVILLE STATION,SUDP,23,26,N,YU,5706,2023-07-11 18:21:00
Tuesday,DUFFERIN STATION,PUTIJ,0,0,W,BD,5323,2023-07-11 18:32:00
Tuesday,WELLESLEY STATION,MUPAA,0,0,N,YU,5806,2023-07-11 18:33:00
Tuesday,MAIN STREET STATION,SUDP,17,22,W,BD,5323,2023-07-11 18:42:00
Tuesday,KIPLING STATION,MUIS,0,0,,BD,0,2023-07-11 18:54:00
Tuesday,HIGH PARK STATION,PUSSW,6,9,E,BD,5277,2023-07-11 18:57:00
Tuesday,KENNEDY BD STATION,SUAP,0,0,,BD,0,2023-07-11 19:22:00
Tuesday,LAWRENCE WEST STATION,MUIR,0,0,S,YU,6061,2023-07-11 19:55:00
Tuesday,DOWNSVIEW PARK STATION,SUO,0,0,,YU,0,2023-07-11 20:18:00
Tuesday,SPADINA BD STATION,SUO,0,0,W,BD,0,2023-07-11 21:31:00
Tuesday,KIPLING STATION,TUNIP,4,12,E,BD,5044,2023-07-11 21:55:00
Tuesday,BATHURST STATION,MUIR,0,0,W,BD,0,2023-07-11 22:12:00
Tuesday,ST ANDREW STATION,PUMEL,0,0,,YU,0,2023-07-11 22:16:00
Tuesday,VICTORIA PARK STATION,MUTO,4,12,E,BD,5334,2023-07-11 22:17:00
Tuesday,PAPE STATION,SUO,11,19,W,BD,5357,2023-07-11 22:34:00
Tuesday,ST PATRICK STATION,MUIR,5,12,N,YU,5786,2023-07-11 22:49:00
Tuesday,BROADVIEW STATION,EUNT,12,20,W,BD,5004,2023-07-11 23:39:00
Tuesday,YORK UNIVERSITY STATIO,MUPAA,4,11,S,YU,5606,2023-07-11 23:55:00
Tuesday,YONGE BD STATION,SUO,0,0,,BD,0,2023-07-11 00:48:00
Tuesday,COLLEGE STATION,MUIS,0,0,,YU,0,2023-07-11 00:51:00
Tuesday,SHERBOURNE STATION,SUAP,0,0,W,BD,5332,2023-07-11 00:54:00
Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0,2023-07-11 06:00:00
Wednesday,BLOOR STATION,SUO,0,0,S,YU,0,2023-07-12 02:05:00
Wednesday,ELLESMERE STATION,MRPAA,0,0,N,SRT,3009,2023-07-12 12:19:00
Wednesday,MCCOWAN STATION,PRS,29,34,N,SRT,3023,2023-07-12 13:26:00
Wednesday,VAUGHAN MC STATION,SUDP,0,0,,YU,6111,2023-07-12 02:11:00
Wednesday,KIPLING STATION,SUDP,0,0,,BD,0,2023-07-12 02:35:00
Wednesday,SCARBOROUGH CTR STATIO,MRPAA,0,0,N,SRT,3023,2023-07-12 13:30:00
Wednesday,KENNEDY SRT TO LAWRENC,MRO,0,0,B,SRT,0,2023-07-12 22:00:00
Wednesday,HIGHWAY 407 STATION,PUOPO,3,6,S,YU,5856,2023-07-12 05:56:00
Wednesday,WILSON STATION,EUME,4,7,S,YU,5881,2023-07-12 07:04:00
Wednesday,LAWRENCE WEST STATION,EUCD,4,7,S,YU,5881,2023-07-12 07:11:00
Wednesday,ST CLAIR WEST STATION,MUATC,5,8,S,YU,6121,2023-07-12 07:30:00
Wednesday,SPADINA YUS STATION,MUATC,5,8,S,YU,6081,2023-07-12 07:30:00
Wednesday,ST GEORGE YUS STATION,SUDP,4,7,S,YU,5386,2023-07-12 07:57:00
Wednesday,WILSON STATION,PUOPO,0,0,S,YU,5456,2023-07-12 08:03:00
Wednesday,KENNEDY BD STATION,MUSAN,3,6,,BD,5294,2023-07-12 08:07:00
Wednesday,UNION STATION,MUIS,0,0,,YU,0,2023-07-12 08:18:00
Wednesday,WELLESLEY STATION,MUPAA,4,7,S,YU,6126,2023-07-12 08:42:00
Wednesday,ST GEORGE YUS STATION,PUOPO,3,6,N,YU,5941,2023-07-12 08:50:00
Wednesday,KENNEDY BD STATION,SUAP,0,0,,BD,0,2023-07-12 09:08:00
Wednesday,DONLANDS STATION,TUMVS,0,0,E,BD,5244,2023-07-12 09:24:00
Wednesday,DONLANDS STATION,MUO,5,7,E,BD,5269,2023-07-12 09:31:00
Wednesday,KIPLING STATION,MUIRS,0,0,,BD,0,2023-07-12 10:18:00
Wednesday,YONGE BD STATION,PUTWZ,6,9,W,BD,5203,2023-07-12 11:34:00
Wednesday,GREENWOOD STATION,MUIRS,0,0,,BD,0,2023-07-12 11:55:00
Wednesday,BLOOR STATION,SUDP,0,0,N,YU,5986,2023-07-12 12:23:00
Wednesday,DOWNSVIEW PARK STATION,SUDP,0,0,N,YU,0,2023-07-12 12:38:00
Wednesday,ST CLAIR WEST STATION,SUDP,9,14,S,YU,5686,2023-07-12 13:16:00
Wednesday,VICTORIA PARK STATION,MUIS,0,0,,BD,0,2023-07-12 14:37:00
Wednesday,SHERBOURNE STATION,MUIS,0,0,,BD,0,2023-07-12 14:38:00
Wednesday,LANSDOWNE STATION,MUIS,0,0,,BD,0,2023-07-12 14:50:00
Wednesday,SUMMERHILL STATION,SUDP,7,12,N,YU,5986,2023-07-12 15:20:00
Wednesday,KEELE STATION,PUSNT,0,0,E,BD,5032,2023-07-12 15:29:00
Wednesday,ST GEORGE YUS STATION,MUPAA,6,11,N,YU,5996,2023-07-12 16:21:00
Wednesday,PAPE STATION,PUMEL,0,0,,BD,0,2023-07-12 16:21:00
Wednesday,YONGE BD STATION,MUIS,0,0,,YU,0,2023-07-12 16:52:00
Wednesday,KEELE STATION,PUSI,3,6,E,BD,5165,2023-07-12 17:32:00
Wednesday,ROSEDALE STATION,MUPAA,0,0,N,YU,5991,2023-07-12 17:57:00
Wednesday,ST CLAIR WEST STATION,MUATC,3,6,N,YU,5941,2023-07-12 18:38:00
Wednesday,QUEEN STATION,SUAP,10,13,S,YU,5406,2023-07-12 18:42:00
Wednesday,DAVISVILLE STATION,SUDP,0,0,S,YU,5701,2023-07-12 19:00:00
Wednesday,KING STATION,SUUT,0,0,N,YU,5846,2023-07-12 19:05:00
Wednesday,BLOOR STATION,SUO,3,6,S,YU,5801,2023-07-12 19:05:00
Wednesday,LANSDOWNE STATION,SUO,0,0,W,BD,5168,2023-07-12 21:02:00
Wednesday,DUNDAS WEST STATION,SUO,15,20,W,BD,5334,2023-07-12 21:06:00
Wednesday,DAVISVILLE STATION,SUDP,23,28,S,YU,5756,2023-07-12 21:07:00
Wednesday,KENNEDY BD STATION,MUI,8,16,W,BD,5053,2023-07-12 21:32:00
Wednesday,FINCH STATION,SUO,0,0,,YU,0,2023-07-12 21:55:00
Wednesday,UNION HUB,SUO,0,0,,YU,0,2023-07-12 22:06:00
Wednesday,ST ANDREW STATION,SUUT,8,15,S,YU,5396,2023-07-12 22:35:00
Wednesday,DAVISVILLE STATION,SUDP,0,0,S,YU,5681,2023-07-12 22:44:00
Wednesday,DUNDAS STATION,SUDP,0,0,S,YU,0,2023-07-12 22:48:00
Wednesday,WARDEN STATION,MUIE,0,0,E,BD,5231,2023-07-12 22:56:00
Wednesday,LINE 1 YUS,MUO,0,0,,YU,0,2023-07-12 23:00:00
Wednesday,ROSEDALE STATION,SUO,0,0,,YU,0,2023-07-12 23:04:00
Wednesday,WOODBINE STATION,SUAP,3,11,E,BD,5055,2023-07-12 23:11:00
Wednesday,BAY STATION,MUIS,0,0,E,BD,5156,2023-07-12 23:20:00
Wednesday,VAUGHAN MC STATION,MUIS,0,0,,YU,0,2023-07-12 23:55:00
Wednesday,ST CLAIR STATION,SUO,7,14,N,YU,5706,2023-07-12 00:23:00
Wednesday,BATHURST STATION,SUDP,0,0,,BD,0,2023-07-12 00:49:00
Wednesday,DUNDAS WEST STATION,SUUT,0,0,E,BD,5156,2023-07-12 00:52:00
Wednesday,DUFFERIN STATION,SUDP,0,0,,BD,0,2023-07-12 01:11:00
Wednesday,VAUGHAN MC STATION,SUAE,0,0,S,YU,6106,2023-07-12 01:11:00
Wednesday,ST CLAIR STATION,SUDP,15,22,S,YU,5401,2023-07-12 01:51:00
Wednesday,COLLEGE STATION,SUO,0,0,S,YU,5916,2023-07-12 01:51:00
Wednesday,DON MILLS STATION,MUNCA,0,0,,SHP,0,2023-07-12 18:25:00
Thursday,KENNEDY SRT STATION,ERTC,5,10,N,SRT,3007,2023-07-13 07:40:00
Thursday,OSSINGTON STATION,SUDP,0,0,,BD,0,2023-07-13 03:31:00
Thursday,KENNEDY SRT STATION,ERTC,25,30,S,SRT,3010,2023-07-13 16:08:00
Thursday,OSSINGTON STATION,SUDP,0,0,,BD,0,2023-07-13 05:46:00
Thursday,MCCOWAN STATION,ERCD,34,39,N,SRT,3021,2023-07-13 17:29:00
Thursday,YORKDALE STATION,MUIS,0,0,,YU,0,2023-07-13 06:03:00
Thursday,GLENCAIRN STATION,PUOPO,3,6,S,YU,5896,2023-07-13 06:05:00
Thursday,DUFFERIN STATION,MUIS,0,0,,BD,0,2023-07-13 06:44:00
Thursday,ST ANDREW STATION,MUNCA,0,0,,YU,0,2023-07-13 06:48:00
Thursday,VAUGHAN MC STATION,PUOPO,3,6,S,YU,5861,2023-07-13 06:49:00
Thursday,KIPLING STATION,MUPAA,4,6,E,BD,5168,2023-07-13 06:50:00
Thursday,HIGHWAY 407 STATION,PUOPO,3,6,S,YU,5861,2023-07-13 06:51:00
Thursday,KIPLING STATION,SUO,0,0,,BD,0,2023-07-13 07:04:00
Thursday,DUPONT STATION,PUMO,0,0,,YU,0,2023-07-13 07:05:00
Thursday,KIPLING STATION,MUPAA,0,0,W,BD,5193,2023-07-13 07:26:00
Thursday,KIPLING STATION,MUSAN,3,5,E,BD,5158,2023-07-13 07:32:00
Thursday,KIPLING STATION,SUDP,4,6,E,BD,5052,2023-07-13 07:45:00
Thursday,ST PATRICK STATION,MUIS,0,0,N,YU,0,2023-07-13 07:59:00
Thursday,BAY STATION,MUIS,0,0,,BD,0,2023-07-13 08:08:00
Thursday,ROYAL YORK STATION,PUSTC,10,12,E,BD,5127,2023-07-13 08:13:00
Thursday,BAY STATION,MUPLB,19,22,E,BD,5004,2023-07-13 09:00:00
Thursday,EGLINTON STATION,MUTO,3,6,S,YU,6096,2023-07-13 09:01:00
Thursday,MAIN STREET STATION,MUIE,0,0,W,BD,5017,2023-07-13 09:02:00
Thursday,DUNDAS STATION,MUIRS,0,0,S,YU,0,2023-07-13 09:20:00
Thursday,MUSEUM STATION,MUPAA,4,9,N,YU,6101,2023-07-13 10:34:00
Thursday,WARDEN STATION,PUSTC,4,8,W,BD,5167,2023-07-13 10:40:00
Thursday,MUSEUM STATION,MUPAA,0,0,N,YU,5991,2023-07-13 10:41:00
Thursday,MUSEUM STATION,MUI,12,17,S,YU,5876,2023-07-13 10:56:00
Thursday,FINCH WEST STATION,SUO,0,0,,YU,0,2023-07-13 11:22:00
Thursday,SHEPPARD WEST STATION,MUATC,4,9,S,YU,6106,2023-07-13 11:30:00
Thursday,WOODBINE STATION,MUIS,0,0,,BD,0,2023-07-13 11:58:00
Thursday,ISLINGTON STATION,MUIRS,0,0,,BD,0,2023-07-13 12:38:00
Thursday,LANSDOWNE STATION,PUMEL,0,0,,BD,0,2023-07-13 13:31:00
Thursday,COLLEGE STATION,MUIRS,0,0,S,YU,0,2023-07-13 13:50:00
Thursday,COXWELL STATION,MUIS,0,0,,BD,0,2023-07-13 13:53:00
Thursday,EGLINTON STATION,SUEAS,10,16,N,YU,6046,2023-07-13 14:06:00
Thursday,OSSINGTON STATION,MUIRS,0,0,,BD,0,2023-07-13 14:41:00
Thursday,RUNNYMEDE STATION,PUMST,0,0,,BD,0,2023-07-13 14:52:00
Thursday,WILSON STATION,TUNIP,4,8,S,YU,5706,2023-07-13 16:18:00
Thursday,QUEEN STATION,MUPAA,4,7,N,YU,5551,2023-07-13 17:20:00
Thursday,KENNEDY BD STATION,PUMEL,0,0,,BD,0,2023-07-13 17:20:00
Thursday,KIPLING STATION,MUSAN,3,6,E,BD,5056,2023-07-13 17:26:00
Thursday,UNION STATION,SUAE,0,0,,YU,0,2023-07-13 17:31:00
Thursday,SPADINA YUS STATION,SUEAS,13,16,N,YU,5741,2023-07-13 17:37:00
Thursday,EGLINTON WEST STATION,SUDP,3,6,N,YU,5756,2023-07-13 17:41:00
Thursday,MAIN STREET STATION,SUPOL,21,24,W,BD,5053,2023-07-13 17:43:00
Thursday,SPADINA YUS STATION,MUI,15,18,N,YU,5741,2023-07-13 17:43:00
Thursday,NORTH YORK CTR STATION,MUIS,0,0,S,YU,0,2023-07-13 17:50:00
Thursday,DUPONT STATION,MUO,7,10,S,YU,5456,2023-07-13 17:59:00
Thursday,OSSINGTON STATION,SUROB,0,0,,BD,0,2023-07-13 18:14:00
Thursday,DUNDAS STATION,MUATC,4,7,N,YU,5961,2023-07-13 18:15:00
Thursday,SHERBOURNE STATION,MUIS,0,0,E,BD,0,2023-07-13 18:29:00
Thursday,YONGE BD STATION,SUDP,0,0,E,BD,5046,2023-07-13 18:42:00
Thursday,DUFFERIN STATION,MUPAA,0,0,W,BD,5028,2023-07-13 18:46:00
Thursday,BATHURST STATION,SUDP,0,0,E,BD,0,2023-07-13 19:07:00
Thursday,BLOOR STATION,SUDP,0,0,S,YU,5941,2023-07-13 19:37:00
Thursday,ROYAL YORK STATION,MUSC,0,0,E,BD,5359,2023-07-13 20:41:00
Thursday,COXWELL STATION,TUNIP,3,8,E,BD,5132,2023-07-13 21:07:00
Thursday,BLOOR STATION,MUIS,0,0,,YU,0,2023-07-13 21:15:00
Thursday,ST PATRICK STATION,MUIR,0,0,,YU,0,2023-07-13 21:44:00
Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-07-13 22:00:00
Thursday,LAWRENCE STATION,MUIRS,0,0,,YU,0,2023-07-13 22:06:00
Thursday,EGLINTON STATION,SUO,0,0,,YU,0,2023-07-13 22:30:00
Thursday,HIGHWAY 407 STATION,SUUT,0,0,S,YU,5636,2023-07-13 22:53:00
Thursday,ST GEORGE BD STATION,SUUT,12,20,W,BD,5328,2023-07-13 22:57:00
Thursday,LINE 1 YONGE UNIVERSIT,MUO,0,0,,YU,0,2023-07-13 23:00:00
Thursday,OSSINGTON STATION,MUPAA,0,0,W,BD,5053,2023-07-13 23:07:00
Thursday,YORK UNIVERSITY STATIO,SUUT,0,0,N,YU,5846,2023-07-13 23:11:00
Thursday,ISLINGTON STATION,MUIS,0,0,,BD,0,2023-07-13 00:03:00
Thursday,WARDEN STATION,MUIS,0,0,,BD,0,2023-07-13 00:12:00
Thursday,ROYAL YORK STATION,SUO,0,0,,BD,0,2023-07-13 00:18:00
Thursday,UNION STATION,MUIS,0,0,,YU,0,2023-07-13 00:40:00
Thursday,DON MILLS STATION,MUIRS,0,0,,SHP,0,2023-07-13 00:03:00
Friday,MIDLAND STATION,MRUIR,0,0,N,SRT,0,2023-07-14 11:20:00
Friday,SPADINA YUS STATION,MUIRS,0,0,N,YU,0,2023-07-14 02:17:00
Friday,SCARBOROUGH CTR STATIO,MRPAA,0,0,N,SRT,3023,2023-07-14 11:34:00
Friday,SPADINA BD STATION,MUIRS,0,0,,BD,0,2023-07-14 03:29:00
Friday,DUPONT STATION,MUNCA,0,0,,YU,0,2023-07-14 04:04:00
Friday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-07-14 22:00:00
Friday,YONGE BD STATION,TUSUP,5,0,W,BD,5334,2023-07-14 05:55:00
Friday,KENNEDY BD STATION,MUSAN,3,6,W,BD,5107,2023-07-14 06:37:00
Friday,ROSEDALE STATION,PUOPO,7,10,N,YU,6011,2023-07-14 06:43:00
Friday,ROSEDALE STATION,PUOPO,6,9,N,YU,5866,2023-07-14 06:50:00
Friday,DUFFERIN STATION,SUDP,0,0,,BD,0,2023-07-14 07:02:00
Friday,WELLESLEY STATION,SUDP,6,9,S,YU,5776,2023-07-14 07:12:00
Friday,KIPLING STATION,SUDP,0,0,,BD,0,2023-07-14 07:30:00
Friday,HIGH PARK STATION,SUDP,0,0,,BD,0,2023-07-14 08:12:00
Friday,KIPLING STATION,SUO,0,0,,BD,0,2023-07-14 08:45:00
Friday,DUNDAS STATION,MUIR,6,9,S,YU,5816,2023-07-14 08:58:00
Friday,EGLINTON STATION,MUPAA,0,0,S,YU,5746,2023-07-14 09:20:00
Friday,DUNDAS STATION,MUIS,0,0,,YU,0,2023-07-14 10:20:00
Friday,SHERBOURNE STATION,MUPAA,0,0,E,BD,5304,2023-07-14 10:33:00
Friday,LANSDOWNE STATION,EUDO,4,8,W,BD,5158,2023-07-14 10:59:00
Friday,FINCH STATION,SUAP,4,9,S,YU,5851,2023-07-14 11:13:00
Friday,UNION STATION,MUNCA,0,0,,YU,0,2023-07-14 11:54:00
Friday,LAWRENCE WEST STATION,SUDP,0,0,,YU,0,2023-07-14 11:59:00
Friday,MUSEUM STATION,SUDP,6,11,N,YU,5396,2023-07-14 13:31:00
Friday,WOODBINE STATION,MUIS,0,0,,BD,0,2023-07-14 13:46:00
Friday,ROSEDALE STATION,MUPAA,5,10,N,YU,6041,2023-07-14 14:06:00
Friday,YONGE BD STATION,SUO,0,0,,BD,0,2023-07-14 14:37:00
Friday,COXWELL STATION,SUDP,0,0,E,BD,5201,2023-07-14 14:44:00
Friday,UNION STATION,SUDP,0,0,,YU,0,2023-07-14 15:12:00
Friday,RUNNYMEDE STATION,PUMEL,0,0,,BD,0,2023-07-14 15:35:00
Friday,DUNDAS STATION,MUIS,0,0,N,YU,0,2023-07-14 15:36:00
Friday,DONLANDS STATION,TUCC,3,6,W,BD,5364,2023-07-14 15:38:00
Friday,YORKDALE STATION,MUPAA,3,8,N,YU,6046,2023-07-14 15:41:00
Friday,ROSEDALE STATION,MUD,4,9,N,YU,6086,2023-07-14 15:55:00
Friday,NORTH YORK CTR STATION,MUIS,0,0,S,YU,0,2023-07-14 16:21:00
Friday,UNION STATION,MUIS,0,0,,YU,0,2023-07-14 16:40:00
Friday,LAWRENCE STATION,SUAP,3,6,N,YU,5441,2023-07-14 17:11:00
Friday,LAWRENCE WEST STATION,EUTRD,3,6,S,YU,5801,2023-07-14 17:23:00
Friday,DOWNSVIEW PARK STATION,MUIRS,0,0,,YU,0,2023-07-14 17:40:00
Friday,ST GEORGE YUS STATION,MUIE,0,0,,YU,0,2023-07-14 18:01:00
Friday,KEELE STATION,PUSSW,4,7,E,BD,5156,2023-07-14 19:11:00
Friday,COLLEGE STATION,MUIRS,0,0,,YU,0,2023-07-14 19:11:00
Friday,VICTORIA PARK STATION,SUO,0,0,,BD,0,2023-07-14 19:29:00
Friday,ST GEORGE BD STATION,MUIS,0,0,,BD,0,2023-07-14 19:35:00
Friday,FINCH STATION,SUO,0,0,,YU,0,2023-07-14 19:36:00
Friday,DUFFERIN STATION,SUO,0,0,,BD,0,2023-07-14 19:38:00
Friday,KENNEDY BD STATION,MUIS,0,0,,BD,0,2023-07-14 21:15:00
Friday,DAVISVILLE STATION,MUIRS,0,0,S,YU,0,2023-07-14 21:41:00
Friday,COLLEGE STATION,MUPAA,5,10,S,YU,5396,2023-07-14 21:59:00
Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-07-14 22:00:00
Friday,ROSEDALE STATION,MUPAA,0,0,S,YU,5766,2023-07-14 22:07:00
Friday,YONGE BD STATION,MUIS,0,0,,BD,0,2023-07-14 22:13:00
Friday,WELLESLEY STATION,MUIRS,0,0,N,YU,0,2023-07-14 22:24:00
Friday,KIPLING STATION,MUIS,0,0,,BD,0,2023-07-14 22:38:00
Friday,GREENWOOD STATION,SUO,0,0,W,BD,0,2023-07-14 22:45:00
Friday,EGLINTON STATION,SUO,0,0,,YU,0,2023-07-14 22:53:00
Friday,GREENWOOD STATION,SUDP,4,12,E,BD,5023,2023-07-14 23:00:00
Friday,SHEPPARD TO ST CLAIR S,MUO,0,0,,YU,0,2023-07-14 23:08:00
Friday,SPADINA BD STATION,PUTDN,4,12,E,BD,5219,2023-07-14 23:29:00
Friday,QUEEN STATION,SUUT,0,0,N,YU,0,2023-07-14 23:51:00
Friday,ST ANDREW STATION,SUUT,0,0,N,YU,5511,2023-07-14 23:56:00
Friday,BLOOR STATION,SUO,0,0,,YU,0,2023-07-14 00:03:00
Friday,FINCH STATION,MUPLC,0,0,,YUS,0,2023-07-14 01:26:00
Friday,ST CLAIR STATION,EUBK,11,18,S,YU,5876,2023-07-14 01:27:00
Friday,SHEPPARD WEST STATION,MUIS,0,0,,YU,0,2023-07-14 01:42:00
Friday,LESLIE STATION,MUNCA,0,0,,SHP,0,2023-07-14 04:42:00
Saturday,KENNEDY SRT STATION,ERCO,7,14,N,SRT,3005,2023-07-15 06:38:00
Saturday,SUMMERHILL STATION,SUSP,0,0,,YU,0,2023-07-15 05:49:00
Saturday,LINE 1 YONGE UNIVERSIT,MUO,0,0,,YU,0,2023-07-15 06:00:00
Saturday,MIDLAND STATION,MRTO,7,14,S,SRT,3011,2023-07-15 09:06:00
Saturday,DUFFERIN STATION,EUO,5,10,E,BD,5272,2023-07-15 06:14:00
Saturday,MIDLAND STATION,MRTO,7,14,S,SRT,3008,2023-07-15 12:14:00
Saturday,LINE 3,MRO,0,0,,SRT,0,2023-07-15 18:26:00
Saturday,ST ANDREW STATION,MUNCA,0,0,,YU,0,2023-07-15 06:43:00
Saturday,MCCOWAN STATION,ERLV,7,14,S,SRT,3001,2023-07-15 18:59:00
Saturday,SPADINA BD STATION,MUIS,0,0,,BD,0,2023-07-15 07:47:00
Saturday,KENNEDY SRT TO LAWRENC,MRO,0,0,,SRT,0,2023-07-15 22:00:00
Saturday,WOODBINE STATION,EUSC,0,0,E,BD,5023,2023-07-15 08:05:00
Saturday,YONGE BD STATION,SUAE,0,0,W,BD,5281,2023-07-15 08:11:00
Saturday,BLOOR STATION,SUAE,0,0,S,YU,0,2023-07-15 08:12:00
Saturday,WARDEN STATION,PUSI,0,0,W,BD,5314,2023-07-15 08:46:00
Saturday,CHRISTIE STATION,MUNCA,0,0,,BD,0,2023-07-15 09:21:00
Saturday,VAUGHAN MC STATION,MUIR,6,12,S,YU,5421,2023-07-15 10:33:00
Saturday,WILSON STATION,SUDP,25,31,S,YU,5946,2023-07-15 10:48:00
