Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,DateTime
Monday,YONGE BD STATION,MUNCA,0,0,,BD,0,2023-01-02 19:25:00
Monday,COLLEGE STATION,MUPAA,3,9,N,YU,5516,2023-01-02 19:35:00
Monday,KENNEDY BD STATION,TUMVS,5,10,E,BD,5341,2023-01-02 19:54:00
Monday,SPADINA BD STATION,SUUT,6,11,E,BD,5323,2023-01-02 20:42:00
Monday,QUEEN STATION,MUSAN,6,12,S,YU,5756,2023-01-02 21:01:00
Monday,SUMMERHILL STATION,SUDP,4,10,N,YU,6136,2023-01-02 21:26:00
Monday,ROYAL YORK STATION,PUSTS,3,8,E,BD,5139,2023-01-02 21:40:00
Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-01-02 22:00:00
Monday,BLOOR STATION,MUIS,0,0,,YU,0,2023-01-02 22:08:00
Monday,OLD MILL STATION,PUSTS,0,0,E,BD,5323,2023-01-02 22:16:00
Monday,DUFFERIN STATION,SUDP,0,0,W,BD,5151,2023-01-02 22:30:00
Monday,ST CLAIR STATION,MUIS,0,0,,YU,0,2023-01-02 22:37:00
Monday,BLOOR STATION,MUIS,0,0,,YU,0,2023-01-02 22:58:00
Monday,WELLESLEY STATION,MUPAA,0,0,N,YU,5566,2023-01-02 23:01:00
Monday,BLOOR STATION,SUAP,14,20,S,YU,5536,2023-01-02 23:45:00
Monday,YONGE BD STATION,SUDP,0,0,E,BD,5313,2023-01-02 23:56:00
Monday,DUFFERIN STATION,SUUT,14,20,E,BD,5102,2023-01-02 00:57:00
Monday,BROADVIEW STATION,MUIS,0,0,,BD,0,2023-01-02 01:32:00
Monday,DON MILLS STATION,MUIS,0,0,,SHP,0,2023-01-02 22:22:00
Monday,SHEPPARD-YONGE STATION,MUPLB,76,81,E,SHP,6166,2023-01-02 00:37:00
Tuesday,KENNEDY BD STATION,MUIRS,0,0,,BD,0,2023-01-03 02:09:00
Tuesday,LAWRENCE EAST STATION,TRTC,5,10,S,SRT,3012,2023-01-03 15:32:00
Tuesday,CASTLE FRANK STATION,MUNCA,0,0,,BD,0,2023-01-03 05:16:00
Tuesday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-01-03 22:00:00
Tuesday,KENNEDY BD STATION,EUDO,5,10,W,BD,5116,2023-01-03 06:17:00
Tuesday,DOWNSVIEW PARK STATION,MUATC,12,18,N,YU,5466,2023-01-03 06:17:00
Tuesday,ROYAL YORK STATION,EUSC,0,0,E,BD,5012,2023-01-03 06:33:00
Tuesday,NORTH YORK CTR STATION,PUOPO,3,6,S,YU,5736,2023-01-03 06:42:00
Tuesday,FINCH STATION,PUOPO,0,0,S,YU,5741,2023-01-03 06:43:00
Tuesday,SHEPPARD STATION,PUOPO,5,8,S,YU,5736,2023-01-03 06:48:00
Tuesday,NORTH YORK CTR STATION,PUOPO,5,8,S,YU,5741,2023-01-03 06:48:00
Tuesday,RUNNYMEDE STATION,PUMEL,0,0,,BD,0,2023-01-03 08:34:00
Tuesday,SPADINA BD STATION,SUDP,0,0,,BD,0,2023-01-03 09:27:00
Tuesday,DUNDAS STATION,EUNT,6,9,S,YU,5796,2023-01-03 09:42:00
Tuesday,BLOOR STATION,MUIS,0,0,S,YU,0,2023-01-03 10:30:00
Tuesday,VICTORIA PARK STATION,MUIS,0,0,W,BD,0,2023-01-03 12:05:00
Tuesday,FINCH WEST STATION,MUIRS,0,0,,YU,0,2023-01-03 12:16:00
Tuesday,EGLINTON STATION,SUDP,5,8,S,YU,5786,2023-01-03 12:43:00
Tuesday,KEELE STATION,SUO,0,0,E,BD,5128,2023-01-03 14:30:00
Tuesday,VAUGHAN MC STATION,MUI,3,6,S,YU,6106,2023-01-03 15:16:00
Tuesday,EGLINTON STATION,EUDO,3,6,S,YU,5641,2023-01-03 15:50:00
Tuesday,SPADINA BD STATION,MUIRS,0,0,,BD,0,2023-01-03 17:22:00
Tuesday,NORTH YORK CTR STATION,PUOPO,5,8,S,YU,5886,2023-01-03 17:23:00
Tuesday,COXWELL STATION,EUME,5,8,E,BD,5010,2023-01-03 17:30:00
Tuesday,SHEPPARD STATION,PUOPO,3,6,S,YU,5886,2023-01-03 17:30:00
Tuesday,EGLINTON STATION,MUIR,3,6,N,YU,5866,2023-01-03 17:54:00
Tuesday,RUNNYMEDE STATION,MUIR,5,8,W,BD,5351,2023-01-03 17:56:00
Tuesday,YONGE BD STATION,SUDP,0,0,E,BD,0,2023-01-03 18:02:00
Tuesday,BLOOR STATION,SUO,0,0,S,YU,6016,2023-01-03 18:03:00
Tuesday,CASTLE FRANK STATION,SUDP,3,6,W,BD,5158,2023-01-03 18:10:00
Tuesday,DUNDAS WEST STATION,MUI,15,18,W,BD,5348,2023-01-03 18:54:00
Tuesday,SHEPPARD STATION,MUATC,6,9,S,YU,5406,2023-01-03 18:57:00
Tuesday,UNION STATION TO ST AN,MUIR,15,18,N,YU,5506,2023-01-03 19:14:00
Tuesday,BAY STATION,MUIRS,0,0,,BD,0,2023-01-03 19:39:00
Tuesday,HIGHWAY 407 STATION,MUATC,5,8,S,YU,5866,2023-01-03 19:41:00
Tuesday,KENNEDY BD STATION,MUIS,0,0,,BD,0,2023-01-03 20:06:00
Tuesday,BLOOR STATION,MUIS,0,0,,YU,0,2023-01-03 20:21:00
Tuesday,QUEEN'S PARK STATION,PUMEL,0,0,,YU,0,2023-01-03 20:24:00
Tuesday,EGLINTON STATION,TUO,4,7,S,YU,5406,2023-01-03 20:28:00
Tuesday,EGLINTON STATION,MUATC,0,0,S,YU,5481,2023-01-03 20:45:00
Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-01-03 22:00:00
Tuesday,EGLINTON WEST STATION,SUDP,0,0,N,YU,5446,2023-01-03 22:09:00
Tuesday,YONGE BD STATION,SUAP,3,7,E,BD,5142,2023-01-03 22:28:00
Tuesday,EGLINTON STATION,TUOS,0,0,S,YU,5481,2023-01-03 23:20:00
Tuesday,OSGOODE STATION,PUOPO,5,10,S,YU,6136,2023-01-03 23:24:00
Tuesday,DUNDAS STATION,SUAP,0,0,,,0,2023-01-03 00:13:00
Tuesday,QUEEN'S PARK STATION,MUIRS,0,0,S,YU,5761,2023-01-03 00:30:00
Wednesday,SPADINA BD STATION,MUNCA,0,0,,BD,0,2023-01-04 02:06:00
Wednesday,KENNEDY SRT STATION,ERTC,7,12,S,SRT,3001,2023-01-04 09:11:00
Wednesday,FINCH STATION,MUIS,0,0,,YU,0,2023-01-04 02:22:00
Wednesday,KENNEDY SRT STATION,MRTO,8,13,S,SRT,3001,2023-01-04 10:17:00
Wednesday,OSGOODE STATION,MUNCA,0,0,,YU,0,2023-01-04 03:40:00
Wednesday,SCARBOROUGH CTR STATIO,MRD,6,11,N,SRT,3009,2023-01-04 19:11:00
Wednesday,DUNDAS STATION,SUO,0,0,,YU,0,2023-01-04 04:03:00
Wednesday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-01-04 22:00:00
Wednesday,GREENWOOD STATION,EUNT,3,6,E,BD,5161,2023-01-04 06:43:00
Wednesday,BAY STATION,SUO,0,0,W,BD,5106,2023-01-04 06:52:00
Wednesday,YONGE BD STATION,SUAP,0,0,E,BD,0,2023-01-04 06:54:00
Wednesday,ISLINGTON STATION,MUDD,6,9,W,BD,5139,2023-01-04 07:07:00
Wednesday,COXWELL STATION,MUIRS,0,0,W,BD,0,2023-01-04 07:19:00
Wednesday,DUFFERIN STATION,SUDP,3,6,E,BD,5286,2023-01-04 07:32:00
Wednesday,CHESTER STATION,MUTO,8,11,W,BD,5031,2023-01-04 07:39:00
Wednesday,KIPLING STATION,MUIS,0,0,,BD,0,2023-01-04 08:21:00
Wednesday,SHEPPARD WEST STATION,MUIRS,0,0,,YU,0,2023-01-04 09:06:00
Wednesday,PAPE STATION,MUPAA,0,0,E,BD,5105,2023-01-04 09:12:00
Wednesday,YONGE BD STATION,MUO,4,7,E,BD,5358,2023-01-04 09:20:00
Wednesday,ROYAL YORK STATION,EUSC,0,0,W,BD,5031,2023-01-04 09:50:00
Wednesday,KIPLING STATION,MUIS,0,0,,BD,0,2023-01-04 09:54:00
Wednesday,OSGOODE STATION,SUDP,4,7,S,YU,6086,2023-01-04 10:29:00
Wednesday,BAY STATION,SUAP,0,0,,BD,0,2023-01-04 10:44:00
Wednesday,NORTH YORK CTR STATION,MUIS,0,0,S,YU,0,2023-01-04 11:54:00
Wednesday,EGLINTON STATION,PUMST,0,0,,BD,0,2023-01-04 12:22:00
Wednesday,PAPE STATION,MUIR,6,9,E,YU,5128,2023-01-04 12:22:00
Wednesday,ROYAL YORK STATION,MUSC,0,0,W,BD,5031,2023-01-04 13:11:00
Wednesday,SHEPPARD STATION,SUDP,4,7,N,YU,5861,2023-01-04 13:26:00
Wednesday,PAPE STATION,SUDP,14,17,E,BD,5161,2023-01-04 13:31:00
Wednesday,KIPLING STATION,MUIRS,0,0,,BD,0,2023-01-04 13:35:00
Wednesday,YORK MILLS STATION,SUDP,18,21,S,YU,5556,2023-01-04 13:38:00
Wednesday,DAVISVILLE STATION,SUO,0,0,N,YU,5466,2023-01-04 13:46:00
Wednesday,WARDEN STATION,MUIS,0,0,W,BD,5155,2023-01-04 14:37:00
Wednesday,KENNEDY BD STATION,PUMEL,0,0,,BD,0,2023-01-04 14:45:00
Wednesday,COLLEGE STATION,MUPAA,3,6,N,YU,5776,2023-01-04 15:04:00
Wednesday,QUEEN STATION,SUUT,7,10,S,YU,5811,2023-01-04 15:08:00
Wednesday,CHRISTIE STATION,SUDP,5,8,E,BD,5066,2023-01-04 15:35:00
Wednesday,DAVISVILLE STATION,MUPAA,0,0,N,YU,6076,2023-01-04 16:31:00
Wednesday,WOODBINE STATION,EUDO,5,8,W,BD,5010,2023-01-04 16:44:00
Wednesday,KIPLING STATION,MUDD,3,6,E,BD,5195,2023-01-04 16:46:00
Wednesday,BLOOR STATION,SUO,0,0,N,YU,5566,2023-01-04 16:53:00
Wednesday,YONGE BD STATION,SUDP,0,0,W,BD,5068,2023-01-04 16:55:00
Wednesday,BROADVIEW STATION,EUDO,3,6,E,BD,5195,2023-01-04 17:16:00
Wednesday,LAWRENCE WEST STATION,MUATC,17,20,N,YU,5481,2023-01-04 17:36:00
Wednesday,SPADINA BD STATION,SUDP,5,8,W,BD,5360,2023-01-04 17:45:00
Wednesday,EGLINTON STATION,MUI,10,13,S,YU,5561,2023-01-04 17:46:00
Wednesday,SPADINA BD STATION,SUUT,27,30,E,BD,5012,2023-01-04 18:46:00
Wednesday,ST GEORGE BD STATION,MUPAA,0,0,W,BD,5102,2023-01-04 18:48:00
Wednesday,SPADINA YUS STATION,SUUT,24,27,S,BD,5411,2023-01-04 18:52:00
Wednesday,PAPE STATION,PUMEL,0,0,,YU,0,2023-01-04 18:52:00
Wednesday,WARDEN STATION,TUMVS,0,0,W,BD,5089,2023-01-04 19:19:00
Wednesday,COLLEGE STATION,PUMST,0,0,,YU,0,2023-01-04 20:05:00
Wednesday,BLOOR STATION,MUPAA,4,7,N,YU,5646,2023-01-04 20:24:00
Wednesday,MUSEUM STATION,SUEAS,9,12,S,YU,6131,2023-01-04 20:48:00
Wednesday,KENNEDY BD STATION,EUO,4,8,W,BD,5211,2023-01-04 21:26:00
Wednesday,WARDEN STATION,SUDP,3,6,E,BD,5190,2023-01-04 21:32:00
Wednesday,ST CLAIR STATION,EUOE,5,10,S,YU,5701,2023-01-04 21:52:00
Wednesday,QUEEN STATION,SUUT,6,9,S,YU,5901,2023-01-04 21:55:00
Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-01-04 22:00:00
Wednesday,LANSDOWNE STATION,SUDP,8,13,E,BD,5161,2023-01-04 00:07:00
Wednesday,ISLINGTON STATION,MUIS,0,0,,BD,0,2023-01-04 00:12:00
Wednesday,MUSEUM STATION,MUPAA,6,11,S,YU,5486,2023-01-04 00:40:00
Wednesday,COXWELL STATION,MUIS,0,0,,BD,0,2023-01-04 00:41:00
Wednesday,BLOOR STATION,MUIS,0,0,,YU,0,2023-01-04 00:42:00
Wednesday,DON MILLS STATION,MUIS,0,0,,SHP,0,2023-01-04 02:29:00
Wednesday,BAYVIEW STATION,MUSAN,5,10,E,SHP,6156,2023-01-04 12:40:00
Thursday,ISLINGTON STATION,MUPAA,0,0,W,BD,5191,2023-01-05 02:23:00
Thursday,KENNEDY SRT STATION,ERCD,10,15,S,SRT,3026,2023-01-05 09:59:00
Thursday,KENNEDY BD STATION,SUO,0,0,,BD,0,2023-01-05 03:40:00
Thursday,MIDLAND STATION,ERTC,15,20,S,SRT,3004,2023-01-05 16:44:00
Thursday,DONLANDS STATION,PUTWZ,3,6,E,BD,5085,2023-01-05 04:47:00
Thursday,LAWRENCE EAST STATION,ERDO,5,10,N,SRT,3023,2023-01-05 20:13:00
Thursday,LAWRENCE STATION,PUSAC,4,0,S,YU,5506,2023-01-05 05:02:00
Thursday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-01-05 22:00:00
Thursday,ROYAL YORK STATION,PUSTS,6,9,W,BD,5062,2023-01-05 06:24:00
Thursday,DUFFERIN STATION,MUPAA,0,0,E,BD,5131,2023-01-05 07:41:00
Thursday,ST PATRICK STATION,MUO,3,5,S,YU,5621,2023-01-05 07:50:00
Thursday,CASTLE FRANK STATION,MUO,0,0,,BD,0,2023-01-05 08:30:00
Thursday,JANE STATION,SUO,0,0,,BD,0,2023-01-05 09:10:00
Thursday,COLLEGE STATION,PUMST,0,0,,YU,0,2023-01-05 09:35:00
Thursday,ISLINGTON STATION,PUSTC,6,9,E,BD,5025,2023-01-05 10:49:00
Thursday,DUPONT STATION,SUDP,4,7,S,YU,5525,2023-01-05 11:33:00
Thursday,ST GEORGE BD STATION,SUO,0,0,W,BD,5137,2023-01-05 12:25:00
Thursday,YORKDALE STATION,PUOPO,6,9,N,YU,5436,2023-01-05 12:26:00
Thursday,ST GEORGE YUS STATION,SUO,0,0,N,YU,5741,2023-01-05 12:27:00
Thursday,WILSON STATION,PUOPO,3,6,N,YU,5436,2023-01-05 12:36:00
Thursday,COXWELL STATION,TUNIP,3,6,E,BD,5128,2023-01-05 13:02:00
Thursday,ISLINGTON STATION,SUDP,3,6,E,BD,5203,2023-01-05 13:13:00
Thursday,OSSINGTON STATION,MUIS,0,0,,BD,0,2023-01-05 13:36:00
Thursday,RUNNYMEDE STATION,SUO,0,0,W,BD,5021,2023-01-05 13:57:00
Thursday,MUSEUM STATION,MUPAA,3,6,N,YU,6081,2023-01-05 14:02:00
Thursday,SHERBOURNE STATION,MUIS,0,0,,BD,0,2023-01-05 14:44:00
Thursday,HIGHWAY 407 STATION,PUMO,0,0,,YU,0,2023-01-05 14:45:00
Thursday,MAIN STREET STATION,EUNT,3,6,E,BD,5025,2023-01-05 15:03:00
Thursday,SHEPPARD WEST STATION,MUPAA,0,0,S,YU,5866,2023-01-05 16:02:00
Thursday,CHRISTIE STATION,SUDP,4,7,E,BD,5324,2023-01-05 16:10:00
Thursday,FINCH STATION,SUO,0,0,,YU,0,2023-01-05 18:05:00
Thursday,MAIN STREET STATION,MUSC,0,0,W,BD,5219,2023-01-05 18:29:00
Thursday,SHEPPARD STATION,SUAP,0,0,,YU,0,2023-01-05 18:30:00
Thursday,KENNEDY BD STATION,SUAE,0,0,,BD,0,2023-01-05 18:52:00
Thursday,KENNEDY BD STATION,SUDP,4,8,W,BD,5178,2023-01-05 19:20:00
Thursday,KIPLING STATION,PUMST,0,0,,BD,0,2023-01-05 19:36:00
Thursday,LAWRENCE STATION,SUDP,6,9,N,YU,5421,2023-01-05 19:45:00
Thursday,EGLINTON STATION,MUATC,5,8,S,YU,5481,2023-01-05 20:12:00
Thursday,LAWRENCE STATION,SUDP,6,9,S,YU,0,2023-01-05 20:16:00
Thursday,VAUGHAN MC STATION,MUI,0,0,,YU,5543,2023-01-05 21:03:00
Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-01-05 22:00:00
Thursday,YONGE BD STATION,MUIS,0,0,,BD,0,2023-01-05 23:02:00
Thursday,KENNEDY BD STATION,MUI,4,8,E,BD,5318,2023-01-05 23:09:00
Thursday,UNION STATION,SUDP,7,12,N,YU,6126,2023-01-05 23:14:00
Thursday,YORK MILLS STATION,MUIS,0,0,N,YU,5076,2023-01-05 00:01:00
Thursday,GREENWOOD STATION,SUDP,0,0,E,BD,5190,2023-01-05 00:56:00
Thursday,ROYAL YORK STATION,PUTSC,5,10,W,BD,5358,2023-01-05 01:21:00
Thursday,KIPLING STATION,PUSTC,6,11,E,BD,5032,2023-01-05 01:38:00
Thursday,SHEPPARD-YONGE STATION,MUTD,0,0,W,SHP,6186,2023-01-05 08:55:00
Thursday,SHEPPARD-YONGE STATION,MUIS,0,0,,SHP,0,2023-01-05 21:28:00
Friday,EGLINTON WEST STATION,SUDP,0,0,,YU,0,2023-01-06 02:08:00
Friday,MIDLAND STATION,ERDO,3,8,S,SRT,0,2023-01-06 10:49:00
Friday,KIPLING STATION,MUIS,0,0,,BD,0,2023-01-06 02:39:00
Friday,LAWRENCE EAST STATION,MRTO,11,16,N,SRT,3007,2023-01-06 11:05:00
Friday,DUFFERIN STATION,SUO,0,0,W,BD,5180,2023-01-06 06:17:00
Friday,MCCOWAN STATION,TRO,5,10,,SRT,3016,2023-01-06 14:42:00
Friday,EGLINTON WEST STATION,MUIR,6,9,N,YU,5636,2023-01-06 06:39:00
Friday,MIDLAND STATION,ERDO,3,8,N,SRT,3012,2023-01-06 16:15:00
Friday,FINCH STATION,EUBK,3,6,S,YU,5761,2023-01-06 07:10:00
Friday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-01-06 22:00:00
Friday,ISLINGTON STATION,MUD,0,0,W,BD,5270,2023-01-06 08:24:00
Friday,BATHURST STATION,MUDD,0,0,W,BD,5351,2023-01-06 08:25:00
Friday,WOODBINE STATION,MUIS,0,0,,BD,0,2023-01-06 08:30:00
Friday,DUFFERIN STATION,MUPAA,0,0,E,BD,5058,2023-01-06 08:38:00
Friday,LAWRENCE STATION,EUDO,7,10,S,YU,5666,2023-01-06 09:19:00
Friday,DUNDAS STATION,SUDP,0,0,,YU,0,2023-01-06 09:28:00
Friday,WARDEN STATION,SUUT,13,16,W,BD,5297,2023-01-06 10:06:00
Friday,SHEPPARD STATION,MUPAA,3,6,N,YU,5466,2023-01-06 10:24:00
Friday,DUFFERIN STATION,SUDP,8,11,E,BD,5170,2023-01-06 10:43:00
Friday,KENNEDY BD STATION,SUO,3,6,W,BD,5195,2023-01-06 11:24:00
Friday,COXWELL STATION,PUMO,0,0,,BD,0,2023-01-06 11:26:00
Friday,UNION TO KING,SUUT,13,16,N,YU,6011,2023-01-06 11:51:00
Friday,HIGH PARK STATION,MUPAA,0,0,W,BD,5021,2023-01-06 13:17:00
Friday,ST CLAIR WEST STATION,SUO,0,0,S,YU,5586,2023-01-06 13:20:00
Friday,BLOOR STATION,MUIS,0,0,S,YU,0,2023-01-06 13:53:00
Friday,KIPLING STATION,MUIR,3,6,E,BD,5029,2023-01-06 14:15:00
Friday,OSSINGTON STATION,MUIS,0,0,,BD,0,2023-01-06 14:48:00
Friday,OSGOODE STATION,MUIS,0,0,,YU,0,2023-01-06 15:06:00
Friday,DUPONT STATION,MUPAA,0,0,S,YU,5526,2023-01-06 15:42:00
Friday,GLENCAIRN STATION,PUOPO,6,8,S,YU,6061,2023-01-06 15:45:00
Friday,EGLINTON WEST STATION,PUOPO,3,5,S,YU,6061,2023-01-06 15:53:00
Friday,SHERBOURNE STATION,PUMEL,0,0,,BD,0,2023-01-06 16:16:00
Friday,ST GEORGE YUS STATION,MUPAA,0,0,S,YU,6101,2023-01-06 16:49:00
Friday,DOWNSVIEW PARK STATION,SUAP,16,20,N,YU,5931,2023-01-06 16:58:00
Friday,EGLINTON STATION,PUOPO,3,6,S,YU,5581,2023-01-06 17:16:00
Friday,OSSINGTON STATION,MUDD,14,17,E,BD,5122,2023-01-06 17:45:00
Friday,PIONEER VILLAGE STATIO,SUAP,38,40,N,YU,5741,2023-01-06 18:07:00
Friday,SHEPPARD WEST STATION,MUIR,8,10,N,YU,5581,2023-01-06 18:18:00
Friday,YONGE BD STATION,MUIRS,0,0,,BD,0,2023-01-06 18:49:00
Friday,FINCH STATION,PUMST,0,0,,YU,0,2023-01-06 18:53:00
Friday,ST GEORGE YUS STATION,MUPAA,4,6,S,YU,6111,2023-01-06 18:57:00
Friday,QUEEN STATION,PUMEL,0,0,N,YU,0,2023-01-06 19:24:00
Friday,SHEPPARD WEST STATION,SUUT,4,7,N,YU,5541,2023-01-06 19:52:00
Friday,OSGOODE STATION,MUATC,9,12,S,YU,5606,2023-01-06 19:57:00
Friday,PAPE STATION,SUO,0,0,,BD,0,2023-01-06 20:24:00
Friday,HIGH PARK STAITON,MUO,0,0,,BD,0,2023-01-06 20:44:00
Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-01-06 22:00:00
Friday,SHERBOURNE STATION,SUO,0,0,,BD,0,2023-01-06 22:22:00
Friday,KEELE STATION,SUO,7,11,W,BD,5313,2023-01-06 22:28:00
Friday,KIPLING STATION,SUAP,0,0,,BD,0,2023-01-06 23:21:00
Friday,KENNEDY BD STATION,MUPAA,0,0,W,BD,5000,2023-01-06 23:26:00
Friday,VAUGHAN MC STATION,MUPAA,0,0,,YU,5526,2023-01-06 23:32:00
Friday,CHESTER STATION,MUIS,0,0,,BD,0,2023-01-06 23:45:00
Friday,JANE STATION,MUIS,0,0,,BD,0,2023-01-06 00:03:00
Friday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6191,2023-01-06 17:15:00
Friday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6181,2023-01-06 21:56:00
Friday,BAYVIEW STATION,MUSC,0,0,E,SHP,6146,2023-01-06 22:15:00
Saturday,KIPLING STATION,MUIS,0,0,,BD,0,2023-01-07 03:18:00
Saturday,SCARBOROUGH CTR STATIO,TRNCA,0,0,,SRT,0,2023-01-07 17:06:00
Saturday,KIPLING STATION,MUO,0,0,W,BD,0,2023-01-07 05:39:00
Saturday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-01-07 22:00:00
Saturday,QUEEN STATION,SUDP,19,25,S,YU,5436,2023-01-07 06:02:00
Saturday,SPADINA YUS STATION,SUO,0,0,,YU,0,2023-01-07 07:14:00
Saturday,KENNEDY BD STATION,MUI,5,10,W,BD,5084,2023-01-07 09:08:00
Saturday,FINCH STATION,MUPAA,6,12,S,YU,5981,2023-01-07 09:33:00
Saturday,SHERBOURNE STATION,PUMEL,0,0,,BD,0,2023-01-07 09:34:00
Saturday,FINCH STATION,MUIR,6,12,S,YU,5981,2023-01-07 09:35:00
Saturday,OSSINGTON STATION,MUIS,0,0,,BD,0,2023-01-07 10:08:00
Saturday,SHERBOURNE STATION,MUIS,0,0,,BD,0,2023-01-07 10:31:00
Saturday,DAVISVILLE STATION,SUDP,0,0,,YU,0,2023-01-07 12:30:00
Saturday,ISLINGTON STATION,MUPAA,0,0,E,YU,5172,2023-01-07 13:29:00
Saturday,KEELE STATION,MUNCA,0,0,,BD,0,2023-01-07 13:34:00
Saturday,EGLINTON STATION,MUPAA,0,0,N,YU,5646,2023-01-07 14:59:00
Saturday,SHEPPARD WEST STATION,MUATC,4,8,S,YU,5926,2023-01-07 15:58:00
Saturday,OSSINGTON STATION,MUIS,0,0,,BD,0,2023-01-07 15:59:00
Saturday,BROADVIEW STATION,SUUT,0,0,E,BD,5270,2023-01-07 16:16:00
Saturday,SPADINA BD STATION,SUUT,12,16,E,BD,5103,2023-01-07 16:39:00
Saturday,KEELE STATION,PUMST,0,0,,BD,0,2023-01-07 17:04:00
Saturday,COLLEGE STATION,PUOPO,5,9,S,YU,5861,2023-01-07 17:06:00
Saturday,COLLEGE STATION,PUOPO,4,8,N,YU,6136,2023-01-07 17:09:00
Saturday,BLOOR STATION,MUI,19,23,N,YU,5561,2023-01-07 17:42:00
Saturday,KEELE STATION,TUNCA,0,0,,BD,0,2023-01-07 17:50:00
Saturday,KING STATION,MUPAA,0,0,N,YU,5411,2023-01-07 18:24:00
Saturday,FINCH WEST STATION,MUNCA,0,0,,YU,0,2023-01-07 19:20:00
Saturday,COLLEGE STATION,SUO,19,24,S,YU,5601,2023-01-07 19:31:00
Saturday,WARDEN STATION,SUO,0,0,E,BD,5346,2023-01-07 19:56:00
Saturday,VAUGHAN MC STATION,TUO,6,11,N,YU,5381,2023-01-07 19:56:00
Saturday,DONLANDS STATION,SUDP,0,0,,BD,0,2023-01-07 19:58:00
Saturday,ST PATRICK STATION,SUO,22,27,S,YU,5776,2023-01-07 20:12:00
Saturday,UNION STATION,MUIR,6,11,N,YU,5721,2023-01-07 20:45:00
Saturday,QUEEN STATION,PUMEL,0,0,,YU,0,2023-01-07 21:03:00
Saturday,BLOOR STATION,MUIS,0,0,,YU,0,2023-01-07 21:44:00
Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-01-07 22:00:00
Saturday,BLOOR STATION,SUAP,0,0,N,YU,5866,2023-01-07 22:19:00
Saturday,YONGE BD STATION,SUAP,0,0,E,BD,5362,2023-01-07 22:29:00
Saturday,SPADINA BD STATION,MUIRS,0,0,,BD,0,2023-01-07 22:29:00
Saturday,KING STATION,MUNCA,0,0,,YU,0,2023-01-07 22:54:00
Saturday,UNION STATION,MUPAA,0,0,N,YU,5421,2023-01-07 23:52:00
Saturday,KIPLING STATION,PUMEL,0,0,,BD,0,2023-01-07 23:52:00
Saturday,UNION STATION,MUIS,0,0,,YU,0,2023-01-07 23:54:00
Saturday,WELLESLEY STATION,MUIS,0,0,,YU,0,2023-01-07 00:03:00
Saturday,VAUGHAN MC STATION,PUMEL,0,0,,YU,0,2023-01-07 00:31:00
Saturday,KIPLING STATION,SUDP,0,0,E,BD,5062,2023-01-07 01:51:00
Saturday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6191,2023-01-07 02:03:00
Saturday,LESLIE STATION,TUSC,0,0,W,SHP,6171,2023-01-07 12:24:00
Saturday,BAYVIEW STATION,TUCC,0,0,E,SHP,6146,2023-01-07 19:50:00
Saturday,DON MILLS STATION,MUSC,5,10,W,SHP,6141,2023-01-07 20:00:00
Sunday,FINCH STATION,SUDP,0,0,,YU,0,2023-01-08 02:41:00
Sunday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-01-08 22:00:00
Sunday,MAIN STREET STATION,SUDP,0,0,,BD,0,2023-01-08 07:52:00
Sunday,KEELE YARD,SUG,5,10,W,BD,5279,2023-01-08 08:05:00
Sunday,JANE STATION,SUO,9,14,E,BD,5062,2023-01-08 08:18:00
Sunday,FINCH STATION,MUATC,6,12,S,YU,5721,2023-01-08 08:44:00
Sunday,UNION STATION,MUIS,0,0,,YU,0,2023-01-08 09:25:00
Sunday,KIPLING STATION,SUUT,11,15,W,BD,5035,2023-01-08 10:11:00
Sunday,EGLINTON STATION,EUNT,4,8,N,YU,5741,2023-01-08 10:23:00
Sunday,SPADINA YUS STATION,SUDP,5,9,N,YU,5396,2023-01-08 10:29:00
Sunday,OSSINGTON STATION,MUIS,0,0,,BD,0,2023-01-08 10:38:00
Sunday,YORK MILLS STATION,MUIE,0,0,,YU,0,2023-01-08 10:55:00
Sunday,PIONEER VILLAGE STATIO,MUI,5,9,N,YU,5546,2023-01-08 11:35:00
Sunday,EGLINTON STATION,MUIS,0,0,,YU,0,2023-01-08 11:52:00
Sunday,DUNDAS STATION,EUVA,4,8,S,YU,5396,2023-01-08 12:59:00
Sunday,ST CLAIR STATION,MUIR,13,17,N,YU,5736,2023-01-08 13:13:00
